"Big FA prediction of weekend: Russell Westbrook does not sign extension with #Thunder, becomes subject of trade talks.",-0.08333333333333333,0.21666666666666667
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
2017 NBA AWARDS LINEUP GAMEPLAY! PINK DIAMOND RUSSELL WESTBROOK GOES OFF...,-0.1,0.3
Semaj Christon on the court looking at Russell Westbrook on the bench when OKC goes from up 9 to down 15 in 37 seconds http ,-0.15555555555555559,0.2888888888888889
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
Lonzo Ball with the Russell Westbrook mentality.,0.0,0.0
"Was told Kyle Anderson will be working out w/ Anthony Davis, Russell Westbrook this summer also w/ Kawhi Leonard out in ",0.0,0.0
"Air Jordan 31 RW ""Why not?"" Russell Westbrook MVP Size 11. Rare! Offers Accepted",0.2375,0.45
"Air Jordan 31 RW ""Why not?"" Russell Westbrook MVP Size 11. Rare! Offers Accepted",0.2375,0.45
Russell Westbrook be like,0.0,0.0
Russell Westbrook and Marshawn Lynch are too funny ??,0.25,1.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
15. Who is better :Russell Westbrook Like:Stephen Curry,0.5,0.5
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
Russell Westbrook caps off a historic season with his first MVP trophy.,0.125,0.16666666666666666
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
"Blake Griffin and Russell Westbrook are a perfect fit for each other. Both are bad shooters, who don't play defense and drive teammates away",0.14375000000000002,0.6104166666666666
Noah Russell Westbrook 7lbs 5oz 20inch long,-0.05,0.4
"Russell Westbrook will be eligible for a 5-year, $217M ""supermax,"" making him the highest-paid player in NBA history.http ",0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
15. Who is better :Russell Westbrook Like:Stephen Curry,0.5,0.5
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
"fam drafted kevin durant, james harden, russell westbrook, serge ibaka, eric bledsoe. gonna have enes kanter &amp; v ",0.0,0.0
15. Who is better :Russell Westbrook Like:Stephen Curry,0.5,0.5
The day before NBA Free Agency has the Morning Animals discussing Russell Westbrook and his possible extension... https ,0.2,0.9
The day before NBA Free Agency has the Morning Animals discussing Russell Westbrook and his possible extension... https ,0.2,0.9
The day before NBA Free Agency has the Morning Animals discussing Russell Westbrook and his possible extension...,0.2,0.9
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
Russell Westbrook and Kevin Love used to tear it up in Westwood. ??(2007),0.5,0.6
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
Russell Westbrook. MVP.,0.0,0.0
Will be interesting to see if Russell Westbrook signs the extension tomorrow or if he declines it. If declines it's a forced trade...,0.09999999999999998,0.35
"NBA 2 team   ...Russell Westbrook, James Harden, Carmelo Anthony, LaMarcus Nurae Aldridge, Tim Duncan",0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
The NBA supermax and a summer gone crazy (@andrewsharp -,-0.6,0.9
Hey Matt big fan of all the franchise shows! Long time listener. If Russell Westbrook doesn't sign. How much cap room it free up?,0.1375,0.375
Should Russell Westbrook Sign Extension With Thunder Pardon The Interruption June 30 2017 WATCH at: ,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
Russell Westbrook's MVP commercial.,0.0,0.0
"fam drafted kevin durant, james harden, russell westbrook, serge ibaka, eric bledsoe. gonna have enes kanter &amp; v ",0.0,0.0
If Russell Westbrook doesn't re-sign with OKC I'll die laughing.,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
"NBA has released award shirts, including this one for Oklahoma City Thunder star Russell Westbrook. SHOP: ",0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
Russell Westbrook's MVP commercial.,0.0,0.0
"team with jared west, ross teeter, dwyane wade, Nick young, and Russell westbrook",0.1,0.4
Russell Westbrook's MVP commercial.,0.0,0.0
Taylor Swift congratulates Russell Westbrook on NBA Awards win,0.8,0.4
"fam drafted kevin durant, james harden, russell westbrook, serge ibaka, eric bledsoe. gonna have enes kanter &amp; v ",0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
"#style Air Jordan 31 xxxi RW ""Why not?"" Russell Westbrook MVP Size 11. Rare!",0.375,0.9
"fam drafted kevin durant, james harden, russell westbrook, serge ibaka, eric bledsoe. gonna have enes ka ",0.0,0.0
I liked a video Russell Westbrook / Patrick Beverly beef Thunder-Rockets Game 2,0.09999999999999998,0.6000000000000001
Russell Westbrook's MVP commercial.,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
"SNAPS OF THE WEEK: includes Hassan Whiteside, Gronk, Russell Westbrook, and Tristan and Kanye + cereal and ice cream",0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
Russell Westbrook when he found out Kevin Durant signed with the Warriors.,0.0,0.0
Russell Westbrook. MVP.,0.0,0.0
"""SOON"" is now. Russell Westbrook is the real MVP.   ",0.2,0.30000000000000004
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
Russell Westbrook is channeling Jordan on a whole new level wit his bald head,0.16818181818181818,0.42727272727272725
15. Who is better :Russell Westbrook Like:Stephen Curry,0.5,0.5
Russell Westbrook denied me a pic with him    come on bro but congrats on MVP #RussellWestbrook,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is Russell Westbrook's 40 days in the desert,0.0,0.0
I liked a video Russell Westbrook Full KIA MVP Presentation &amp; Speech | NBA Awards 2017,0.475,0.675
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
I liked a video Should Russell Westbrook Sign Extension With Thunder? | Pardon The Interruption |,0.6,0.8
Russell Westbrook. MVP.,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
TOP 50 PLAYERS IN THE NBA 5. Russell Westbrook 6. James Harden 7.,0.5,0.5
also found out there may be some Russell Westbrook in my future so I guess I like my job,0.0,0.125
15. Who is better :Russell Westbrook Like:Stephen Curry,0.5,0.5
I liked a video Russell Westbrook on Being Named MVP,0.6,0.8
lavar ball to russell westbrook if the thunder sign mcw,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
This is why Russell Westbrook is the MVP. It's not just about the numbers. It's about the story too,0.0,0.0
The best plays from Russell Westbrook's season #MVP,1.0,0.3
DJ Russell Westbrook Leaves OKC,0.0,0.0
Russell Westbrook,_____________,_______________
