"I practice to the point that it's uncomfortable how hard I go, that way in a game things slow down - Stephen Curry htt ",-0.32944444444444454,0.526111111111111
Under Armour UA Stephen Curry One 1 Home Size 14 Dub Nation Jordan Foamposite,0.0,0.0
Devastated Stephen Curry Discovers Context Of Philippians 4:13 via,0.0,0.0
Stephen Curry,0.0,0.0
Stephen Curry,0.0,0.0
Remember the 6 players drafted ahead of Steph Curry? #DubNation,0.0,0.0
One Thing You Didn t Know About Stephen Curry,0.0,0.0
When You Think You Stephen Curry   @StephenCurry30 give me some lessons   ,0.0,0.0
"OKC meets with Kevin Durant; Warriors up next: All-Stars Stephen Curry, Draymond Green and Klay Thompson are ...",-0.1,0.15
Stephen curry I keep that 30 on me   ,0.0,0.0
Why Stephen curry always point in the air after ever shot in a game why,-0.4,0.4
34. Stephen. Curry.,0.0,0.0
Stuff Curry vs. Stephen Curry.,0.0,0.0
I added a video to a playlist Stephen Curry Full Highlights 2015 WCF G4 at Rockets - 23 Pts After,0.35,0.55
I added a video to a playlist Stephen Curry Full Highlights 2016 Playoffs Rd1 Game 1 vs Rockets - 24,-0.025000000000000022,0.47500000000000003
"I added a video to a playlist Stephen Curry Full Highlights 2015.11.30 at Jazz - 26 Pts, 6 Rebs, 5",0.35,0.55
"I added a video to a playlist Stephen Curry Full Highlights 2016.04.13 vs Grizzlies - NASTY 46 Pts,",-0.325,0.775
"I added a video to a playlist Stephen Curry Full Highlights 2015 Finals G2 vs Cavaliers - 19 Pts, 5",0.35,0.55
I added a video to a playlist Stephen Curry vs Chris Paul Full Highlights 2015.03.08 - NASTY Moves,-0.325,0.775
"I added a video to a playlist Stephen Curry vs Chris Paul Elite PG Duel 2015.11.04 - 55 Pts, 13",0.0,0.0
"I added a video to a playlist Stephen Curry Full Highlights 2016.03.30 at Jazz - 31 Pts, 7 Rebs, 4",0.35,0.55
"I added a video to a playlist Stephen Curry Full Highlights 2015.12.25 vs Cavaliers - 19 Pts, 7 Rebs,",0.35,0.55
"I added a video to a playlist Stephen Curry Full Highlights 2015 WCF G3 at Rockets - NASTY 40 Pts,",-0.325,0.775
I added a video to a playlist Stephen Curry Full Highlights 2016 WCSF Game 4 at Blazers - AMAZING 40,0.18333333333333335,0.6166666666666667
Stephen Curry is a contender for the ESPY athlete of the year! #MVP,0.0,0.0
Stephen Curry is a contender for the ESPY athlete of the year! #MVP,0.0,0.0
Michael JORDAN vs Stephen CURRY's Dad Dell CURRY! #Homebody x (MJ 43 Points &amp; Game W... via,-0.4,0.4
Stephen Curry is a contender for the ESPY athlete of the year! #MVP,0.0,0.0
Stephen Curry via,0.0,0.0
Stephen Curry is a contender for the ESPY athlete of the year! #MVP,0.0,0.0
Stephen Curry is a contender for the ESPY athlete of the year! #MVP,0.0,0.0
34. Stephen. Curry.,0.0,0.0
Stephen Curry is a contender for the ESPY athlete of the year! #MVP,0.0,0.0
Stephen Curry is a contender for the ESPY athlete of the year! #MVP,0.0,0.0
Lebron James or Stephen Curry,0.0,0.0
34. Stephen. Curry.,0.0,0.0
#basketball Stephen Curry best plays 2015 (NBA) - # #Retweet,1.0,0.3
34. Stephen. Curry.,0.0,0.0
34. Stephen. Curry.,0.0,0.0
Custom Stephen Curry Basketball Series Iphone 5C Case JN5C-1205,0.0,0.0
